x,y
-0.711363982409239,0.634637071687262
0.199745867401361,0.0957102188499918
0.420810529030859,-0.342763800628801
0.547211515251547,-0.20710823529642
0.893333387561142,-0.673562372240609
-0.465585925150663,-0.0800669774129843
0.47546035097912,-0.217932979446997
-0.0872920006513596,-0.0315844766619722
-0.0772987878881395,0.282844250225267
0.17758447676897,0.266771196397346
0.817681230604649,-0.523568019659497
0.196273209527135,-0.0204654716940863
0.214931879658252,-0.115084619034162
-0.570590720046312,0.35166072194453
-0.374627058859915,0.640892191628147
0.759446316864341,-0.684676743535544
0.922754079569131,-0.728298731616262
-0.467562462203205,0.337464515786979
-0.55074685299769,0.714943044558984
0.265737106092274,-0.138316958655727
0.255283927544951,0.145037564951922
0.694291498977691,-0.49772040001524
0.6711735134013,-0.488830450210779
0.572960210032761,-0.801908013705103
0.322477088775486,-0.0263229621491893
-0.631362191867083,0.591475826287981
0.362646106630564,-0.240474432976318
0.0152418776415288,-0.0752750810712382
0.892803911119699,-0.619113560742854
0.746656911913306,-0.0470274086953943
0.763940582051873,-0.271402095267789
0.787496596109122,-0.924956654379881
-0.809455596841872,0.303088065254481
-0.474816320464015,0.605282154451459
-0.268448885995895,0.417576504534626
0.405009212903678,-0.755708261160244
-0.89678783994168,0.736544668397201
0.726043206173927,-0.468067534992482
-0.3083805446513,0.510898635893072
0.60509187867865,-0.571489024720011
0.476068791933358,-0.53776181257608
-0.0498485057614744,0.0409581788549066
0.500193839427084,-0.0885669860061045
0.829738828353584,0.152376559475589
-0.620853985659778,0.531041970823442
0.852110034786165,-0.27950282533832
0.168728557415307,-0.10656010294074
0.38638651650399,-0.592989644095922
0.894260647706687,-1.05251957448984
0.209609371144325,-0.230676475523982
-0.590680370107293,0.20886260692533
0.333426556549966,0.0991856022539011
-0.179585763253272,0.162759684969378
0.227117610163987,-0.13961216263895
-0.881237356923521,0.762487286112421
-0.716527621261775,0.551521773838368
-0.774148773401976,0.214712064415036
-0.685058825649321,0.659224457746061
-0.418238194659352,0.523115569455569
-0.496984534431249,0.21358404111915
-0.777581534348428,0.31639076488486
-0.423830723855644,-0.174982294550352
-0.652817759197205,0.136676608774897
-0.0576483937911689,-0.352157565582318
-0.920450437813997,0.4277288599384
0.530802045948803,-0.0518590282146852
0.486460017971694,0.296158296018183
0.40220415359363,-0.0865367246698967
0.142403868027031,-0.508950602734172
0.993445239961147,-0.954278311151025
-0.279384003486484,0.416494780846583
0.975558700039983,-0.402640300905266
-0.758513005450368,0.594940404191459
0.668234474956989,-0.227917594069438
-0.159650222398341,-0.264137738448723
0.527872779872268,-0.578482622280967
0.99170131329447,-0.560926719021543
-0.157099338248372,-0.0416403532063503
-0.323744058143348,0.124070074223211
0.0711038927547634,-0.0671461447305828
0.549323759973049,-0.217549320641542
0.818646793719381,-0.481613695246001
-0.942114018369466,0.40595900422429
0.0492349355481565,-0.0403466084868496
-0.0541442767716944,-0.016592731806195
0.687939387746155,-0.685681514341222
0.505495477467775,0.0750092797682415
0.179394993931055,0.28272356535883
-0.733923149295151,0.467738766523331
0.0708287484012544,0.0205781628039654
-0.19192509772256,0.396805940679462
-0.147552718874067,0.16336749611761
-0.81574771925807,0.557912575882907
-0.540639149956405,0.255578206493931
0.747922551352531,-0.215181598037727
-0.463978661689907,0.121642044029919
0.866225732956082,-0.440277148193091
-0.942901290953159,0.499893058722415
-0.860833034850657,0.854510439622424
0.139584667049348,-0.311603923824713
